index,participante,tipo,cohorte
TCGA-38-4625-01A-01R-1206-07,TCGA-38-4625,tumor,LUAD
TCGA-38-4626-01A-01R-1206-07,TCGA-38-4626,tumor,LUAD
TCGA-38-4627-01A-01R-1206-07,TCGA-38-4627,tumor,LUAD
TCGA-38-4632-01A-01R-1755-07,TCGA-38-4632,tumor,LUAD
TCGA-44-2655-01A-01R-0946-07,TCGA-44-2655,tumor,LUAD
TCGA-44-2657-01A-01R-1107-07,TCGA-44-2657,tumor,LUAD
TCGA-44-2661-01A-01R-1107-07,TCGA-44-2661,tumor,LUAD
TCGA-44-2662-01A-01R-0946-07,TCGA-44-2662,tumor,LUAD
TCGA-44-2665-01A-01R-0946-07,TCGA-44-2665,tumor,LUAD
TCGA-44-2668-01A-01R-0946-07,TCGA-44-2668,tumor,LUAD
TCGA-44-3396-01A-01R-1206-07,TCGA-44-3396,tumor,LUAD
TCGA-44-3398-01A-01R-1107-07,TCGA-44-3398,tumor,LUAD
TCGA-44-5645-01A-01R-1628-07,TCGA-44-5645,tumor,LUAD
TCGA-44-6145-01A-11R-1755-07,TCGA-44-6145,tumor,LUAD
TCGA-44-6146-01A-11R-1755-07,TCGA-44-6146,tumor,LUAD
TCGA-44-6147-01A-11R-1755-07,TCGA-44-6147,tumor,LUAD
TCGA-44-6148-01A-11R-1755-07,TCGA-44-6148,tumor,LUAD
TCGA-44-6776-01A-11R-1858-07,TCGA-44-6776,tumor,LUAD
TCGA-44-6777-01A-11R-1858-07,TCGA-44-6777,tumor,LUAD
TCGA-44-6778-01A-11R-1858-07,TCGA-44-6778,tumor,LUAD
TCGA-49-4490-01A-21R-1858-07,TCGA-49-4490,tumor,LUAD
TCGA-49-4512-01A-21R-1858-07,TCGA-49-4512,tumor,LUAD
TCGA-49-6742-01A-11R-1858-07,TCGA-49-6742,tumor,LUAD
TCGA-49-6743-01A-11R-1858-07,TCGA-49-6743,tumor,LUAD
TCGA-49-6744-01A-11R-1858-07,TCGA-49-6744,tumor,LUAD
TCGA-49-6745-01A-11R-1858-07,TCGA-49-6745,tumor,LUAD
TCGA-49-6761-01A-31R-1949-07,TCGA-49-6761,tumor,LUAD
TCGA-50-5930-01A-11R-1755-07,TCGA-50-5930,tumor,LUAD
TCGA-50-5931-01A-11R-1755-07,TCGA-50-5931,tumor,LUAD
TCGA-50-5932-01A-11R-1755-07,TCGA-50-5932,tumor,LUAD
TCGA-50-5933-01A-11R-1755-07,TCGA-50-5933,tumor,LUAD
TCGA-50-5935-01A-11R-1755-07,TCGA-50-5935,tumor,LUAD
TCGA-50-5936-01A-11R-1628-07,TCGA-50-5936,tumor,LUAD
TCGA-50-5939-01A-11R-1628-07,TCGA-50-5939,tumor,LUAD
TCGA-50-6595-01A-12R-1858-07,TCGA-50-6595,tumor,LUAD
TCGA-55-6968-01A-11R-1949-07,TCGA-55-6968,tumor,LUAD
TCGA-55-6969-01A-11R-1949-07,TCGA-55-6969,tumor,LUAD
TCGA-55-6970-01A-11R-1949-07,TCGA-55-6970,tumor,LUAD
TCGA-55-6971-01A-11R-1949-07,TCGA-55-6971,tumor,LUAD
TCGA-55-6972-01A-11R-1949-07,TCGA-55-6972,tumor,LUAD
TCGA-55-6975-01A-11R-1949-07,TCGA-55-6975,tumor,LUAD
TCGA-55-6978-01A-11R-1949-07,TCGA-55-6978,tumor,LUAD
TCGA-55-6979-01A-11R-1949-07,TCGA-55-6979,tumor,LUAD
TCGA-55-6980-01A-11R-1949-07,TCGA-55-6980,tumor,LUAD
TCGA-55-6981-01A-11R-1949-07,TCGA-55-6981,tumor,LUAD
TCGA-55-6982-01A-11R-1949-07,TCGA-55-6982,tumor,LUAD
TCGA-55-6983-01A-11R-1949-07,TCGA-55-6983,tumor,LUAD
TCGA-55-6984-01A-11R-1949-07,TCGA-55-6984,tumor,LUAD
TCGA-55-6985-01A-11R-1949-07,TCGA-55-6985,tumor,LUAD
TCGA-55-6986-01A-11R-1949-07,TCGA-55-6986,tumor,LUAD
TCGA-73-4676-01A-01R-1755-07,TCGA-73-4676,tumor,LUAD
TCGA-91-6828-01A-11R-1858-07,TCGA-91-6828,tumor,LUAD
TCGA-91-6829-01A-21R-1858-07,TCGA-91-6829,tumor,LUAD
TCGA-91-6831-01A-11R-1858-07,TCGA-91-6831,tumor,LUAD
TCGA-91-6835-01A-11R-1858-07,TCGA-91-6835,tumor,LUAD
TCGA-91-6836-01A-21R-1858-07,TCGA-91-6836,tumor,LUAD
TCGA-91-6847-01A-11R-1949-07,TCGA-91-6847,tumor,LUAD
TCGA-91-6849-01A-11R-1949-07,TCGA-91-6849,tumor,LUAD
TCGA-78-7537-01A-11R-2066-07,TCGA-78-7537,tumor,LUAD
TCGA-38-4629-01A-02R-1206-07,TCGA-38-4629,tumor,LUAD
TCGA-86-8668-01A-11R-2403-07,TCGA-86-8668,tumor,LUAD
TCGA-64-1678-01A-01R-0946-07,TCGA-64-1678,tumor,LUAD
TCGA-55-7995-01A-11R-2187-07,TCGA-55-7995,tumor,LUAD
TCGA-55-A57B-01A-12R-A39D-07,TCGA-55-A57B,tumor,LUAD
TCGA-55-8301-01A-11R-2287-07,TCGA-55-8301,tumor,LUAD
TCGA-50-5055-01A-01R-1628-07,TCGA-50-5055,tumor,LUAD
TCGA-97-A4M6-01A-11R-A24X-07,TCGA-97-A4M6,tumor,LUAD
TCGA-05-5425-01A-02R-1628-07,TCGA-05-5425,tumor,LUAD
TCGA-44-A4SS-01A-11R-A24X-07,TCGA-44-A4SS,tumor,LUAD
TCGA-55-8206-01A-11R-2241-07,TCGA-55-8206,tumor,LUAD
TCGA-55-7576-01A-11R-2066-07,TCGA-55-7576,tumor,LUAD
TCGA-91-7771-01A-11R-2170-07,TCGA-91-7771,tumor,LUAD
TCGA-97-7547-01A-11R-2039-07,TCGA-97-7547,tumor,LUAD
TCGA-44-6779-01A-11R-1858-07,TCGA-44-6779,tumor,LUAD
TCGA-95-7043-01A-11R-1949-07,TCGA-95-7043,tumor,LUAD
TCGA-78-7150-01A-21R-2039-07,TCGA-78-7150,tumor,LUAD
TCGA-MP-A4T7-01A-11R-A24X-07,TCGA-MP-A4T7,tumor,LUAD
TCGA-49-4510-01A-01R-1206-07,TCGA-49-4510,tumor,LUAD
TCGA-49-4494-01A-01R-1206-07,TCGA-49-4494,tumor,LUAD
TCGA-55-6987-01A-11R-1949-07,TCGA-55-6987,tumor,LUAD
TCGA-64-5815-01A-01R-1628-07,TCGA-64-5815,tumor,LUAD
TCGA-50-8457-01A-11R-2326-07,TCGA-50-8457,tumor,LUAD
TCGA-64-1680-01A-02R-0946-07,TCGA-64-1680,tumor,LUAD
TCGA-97-7552-01A-11R-2039-07,TCGA-97-7552,tumor,LUAD
TCGA-49-4505-01A-01R-1206-07,TCGA-49-4505,tumor,LUAD
TCGA-NJ-A4YG-01A-22R-A262-07,TCGA-NJ-A4YG,tumor,LUAD
TCGA-05-4397-01A-01R-1206-07,TCGA-05-4397,tumor,LUAD
TCGA-75-6212-01A-11R-1755-07,TCGA-75-6212,tumor,LUAD
TCGA-97-7554-01A-11R-2039-07,TCGA-97-7554,tumor,LUAD
TCGA-69-8254-01A-11R-2287-07,TCGA-69-8254,tumor,LUAD
TCGA-L9-A743-01A-43R-A39D-07,TCGA-L9-A743,tumor,LUAD
TCGA-50-6594-01A-11R-1755-07,TCGA-50-6594,tumor,LUAD
TCGA-NJ-A55A-01A-11R-A262-07,TCGA-NJ-A55A,tumor,LUAD
TCGA-49-4488-01A-01R-1755-07,TCGA-49-4488,tumor,LUAD
TCGA-78-7143-01A-11R-2039-07,TCGA-78-7143,tumor,LUAD
TCGA-86-7713-01A-11R-2066-07,TCGA-86-7713,tumor,LUAD
TCGA-55-1592-01A-01R-0946-07,TCGA-55-1592,tumor,LUAD
TCGA-49-4501-01A-01R-1206-07,TCGA-49-4501,tumor,LUAD
TCGA-78-7153-01A-11R-2039-07,TCGA-78-7153,tumor,LUAD
TCGA-49-AAR9-01A-21R-A41B-07,TCGA-49-AAR9,tumor,LUAD
TCGA-55-8616-01A-11R-2403-07,TCGA-55-8616,tumor,LUAD
TCGA-44-A4SU-01A-11R-A24X-07,TCGA-44-A4SU,tumor,LUAD
TCGA-55-7914-01A-11R-2170-07,TCGA-55-7914,tumor,LUAD
TCGA-49-4487-01A-21R-1858-07,TCGA-49-4487,tumor,LUAD
TCGA-44-A47B-01A-11R-A24H-07,TCGA-44-A47B,tumor,LUAD
TCGA-69-7760-01A-11R-2170-07,TCGA-69-7760,tumor,LUAD
TCGA-J2-A4AE-01A-21R-A24H-07,TCGA-J2-A4AE,tumor,LUAD
TCGA-78-7163-01A-12R-2066-07,TCGA-78-7163,tumor,LUAD
TCGA-73-4677-01A-01R-1206-07,TCGA-73-4677,tumor,LUAD
TCGA-05-5715-01A-01R-1628-07,TCGA-05-5715,tumor,LUAD
TCGA-69-8253-01A-11R-2287-07,TCGA-69-8253,tumor,LUAD
TCGA-83-5908-01A-21R-2287-07,TCGA-83-5908,tumor,LUAD
TCGA-99-8025-01A-11R-2241-07,TCGA-99-8025,tumor,LUAD
TCGA-MP-A4SY-01A-21R-A24X-07,TCGA-MP-A4SY,tumor,LUAD
TCGA-05-4402-01A-01R-1206-07,TCGA-05-4402,tumor,LUAD
TCGA-97-A4M3-01A-11R-A24X-07,TCGA-97-A4M3,tumor,LUAD
TCGA-05-4415-01A-22R-1858-07,TCGA-05-4415,tumor,LUAD
TCGA-MP-A4TK-01A-11R-A24X-07,TCGA-MP-A4TK,tumor,LUAD
TCGA-97-A4M5-01A-11R-A24X-07,TCGA-97-A4M5,tumor,LUAD
TCGA-05-4244-01A-01R-1107-07,TCGA-05-4244,tumor,LUAD
TCGA-05-4422-01A-01R-1206-07,TCGA-05-4422,tumor,LUAD
TCGA-78-7159-01A-11R-2039-07,TCGA-78-7159,tumor,LUAD
TCGA-95-7948-01A-11R-2187-07,TCGA-95-7948,tumor,LUAD
TCGA-44-7659-01A-11R-2066-07,TCGA-44-7659,tumor,LUAD
TCGA-55-A490-01A-11R-A466-07,TCGA-55-A490,tumor,LUAD
TCGA-97-8176-01A-11R-2403-07,TCGA-97-8176,tumor,LUAD
TCGA-78-7535-01A-11R-2066-07,TCGA-78-7535,tumor,LUAD
TCGA-62-A46S-01A-11R-A24H-07,TCGA-62-A46S,tumor,LUAD
TCGA-78-7539-01A-11R-2066-07,TCGA-78-7539,tumor,LUAD
TCGA-97-8171-01A-11R-2287-07,TCGA-97-8171,tumor,LUAD
TCGA-05-4432-01A-01R-1206-07,TCGA-05-4432,tumor,LUAD
TCGA-95-7039-01A-11R-1949-07,TCGA-95-7039,tumor,LUAD
TCGA-62-8398-01A-11R-2326-07,TCGA-62-8398,tumor,LUAD
TCGA-78-7542-01A-21R-2066-07,TCGA-78-7542,tumor,LUAD
TCGA-38-6178-01A-11R-1755-07,TCGA-38-6178,tumor,LUAD
TCGA-55-8512-01A-11R-2403-07,TCGA-55-8512,tumor,LUAD
TCGA-NJ-A4YI-01A-11R-A262-07,TCGA-NJ-A4YI,tumor,LUAD
TCGA-50-7109-01A-11R-2039-07,TCGA-50-7109,tumor,LUAD
TCGA-93-7348-01A-21R-2039-07,TCGA-93-7348,tumor,LUAD
TCGA-86-8074-01A-11R-2241-07,TCGA-86-8074,tumor,LUAD
TCGA-78-7161-01A-11R-2039-07,TCGA-78-7161,tumor,LUAD
TCGA-05-4426-01A-01R-1206-07,TCGA-05-4426,tumor,LUAD
TCGA-44-2659-01A-01R-0946-07,TCGA-44-2659,tumor,LUAD
TCGA-MP-A4TI-01A-21R-A24X-07,TCGA-MP-A4TI,tumor,LUAD
TCGA-NJ-A55O-01A-11R-A262-07,TCGA-NJ-A55O,tumor,LUAD
TCGA-55-7570-01A-11R-2039-07,TCGA-55-7570,tumor,LUAD
TCGA-49-AARO-01A-12R-A41B-07,TCGA-49-AARO,tumor,LUAD
TCGA-44-7660-01A-11R-2066-07,TCGA-44-7660,tumor,LUAD
TCGA-55-7994-01A-11R-2187-07,TCGA-55-7994,tumor,LUAD
TCGA-05-4430-01A-02R-1206-07,TCGA-05-4430,tumor,LUAD
TCGA-05-4418-01A-01R-1206-07,TCGA-05-4418,tumor,LUAD
TCGA-44-8119-01A-11R-2241-07,TCGA-44-8119,tumor,LUAD
TCGA-99-AA5R-01A-11R-A39D-07,TCGA-99-AA5R,tumor,LUAD
TCGA-86-7701-01A-11R-2170-07,TCGA-86-7701,tumor,LUAD
TCGA-05-5428-01A-01R-1628-07,TCGA-05-5428,tumor,LUAD
TCGA-49-6767-01A-11R-1858-07,TCGA-49-6767,tumor,LUAD
TCGA-80-5607-01A-31R-1949-07,TCGA-80-5607,tumor,LUAD
TCGA-55-1595-01A-01R-0946-07,TCGA-55-1595,tumor,LUAD
TCGA-NJ-A4YQ-01A-11R-A262-07,TCGA-NJ-A4YQ,tumor,LUAD
TCGA-91-8499-01A-11R-2403-07,TCGA-91-8499,tumor,LUAD
TCGA-49-AARQ-01A-11R-A41B-07,TCGA-49-AARQ,tumor,LUAD
TCGA-69-7980-01A-11R-2187-07,TCGA-69-7980,tumor,LUAD
TCGA-97-A4M0-01A-11R-A24X-07,TCGA-97-A4M0,tumor,LUAD
TCGA-97-8174-01A-11R-2287-07,TCGA-97-8174,tumor,LUAD
TCGA-99-7458-01A-11R-2039-07,TCGA-99-7458,tumor,LUAD
TCGA-69-7763-01A-11R-2170-07,TCGA-69-7763,tumor,LUAD
TCGA-50-5072-01A-21R-1858-07,TCGA-50-5072,tumor,LUAD
TCGA-95-A4VN-01A-11R-A262-07,TCGA-95-A4VN,tumor,LUAD
TCGA-05-4389-01A-01R-1206-07,TCGA-05-4389,tumor,LUAD
TCGA-44-2656-01A-02R-0946-07,TCGA-44-2656,tumor,LUAD
TCGA-55-8513-01A-11R-2403-07,TCGA-55-8513,tumor,LUAD
TCGA-55-6712-01A-11R-1858-07,TCGA-55-6712,tumor,LUAD
TCGA-97-8179-01A-11R-2287-07,TCGA-97-8179,tumor,LUAD
TCGA-91-6848-01A-11R-1949-07,TCGA-91-6848,tumor,LUAD
TCGA-05-4417-01A-22R-1858-07,TCGA-05-4417,tumor,LUAD
TCGA-L9-A7SV-01A-11R-A39D-07,TCGA-L9-A7SV,tumor,LUAD
TCGA-MP-A4T4-01A-11R-A262-07,TCGA-MP-A4T4,tumor,LUAD
TCGA-93-A4JO-01A-21R-A24X-07,TCGA-93-A4JO,tumor,LUAD
TCGA-05-4382-01A-01R-1206-07,TCGA-05-4382,tumor,LUAD
TCGA-05-4420-01A-01R-1206-07,TCGA-05-4420,tumor,LUAD
TCGA-MP-A4TD-01A-32R-A262-07,TCGA-MP-A4TD,tumor,LUAD
TCGA-44-7667-01A-31R-2066-07,TCGA-44-7667,tumor,LUAD
TCGA-MN-A4N4-01A-12R-A24X-07,TCGA-MN-A4N4,tumor,LUAD
TCGA-75-5146-01A-01R-1628-07,TCGA-75-5146,tumor,LUAD
TCGA-55-8507-01A-11R-2403-07,TCGA-55-8507,tumor,LUAD
TCGA-44-7671-01A-11R-2066-07,TCGA-44-7671,tumor,LUAD
TCGA-50-6591-01A-11R-1755-07,TCGA-50-6591,tumor,LUAD
TCGA-78-7154-01A-11R-2039-07,TCGA-78-7154,tumor,LUAD
TCGA-64-5779-01A-01R-1628-07,TCGA-64-5779,tumor,LUAD
TCGA-05-5423-01A-01R-1628-07,TCGA-05-5423,tumor,LUAD
TCGA-55-A494-01A-11R-A24X-07,TCGA-55-A494,tumor,LUAD
TCGA-55-A493-01A-11R-A24H-07,TCGA-55-A493,tumor,LUAD
TCGA-05-4433-01A-22R-1858-07,TCGA-05-4433,tumor,LUAD
TCGA-05-4395-01A-01R-1206-07,TCGA-05-4395,tumor,LUAD
TCGA-L4-A4E5-01A-11R-A24X-07,TCGA-L4-A4E5,tumor,LUAD
TCGA-50-5946-01A-11R-1755-07,TCGA-50-5946,tumor,LUAD
TCGA-67-6215-01A-11R-1755-07,TCGA-67-6215,tumor,LUAD
TCGA-MN-A4N5-01A-11R-A24X-07,TCGA-MN-A4N5,tumor,LUAD
TCGA-50-8459-01A-11R-2326-07,TCGA-50-8459,tumor,LUAD
TCGA-50-6597-01A-11R-1858-07,TCGA-50-6597,tumor,LUAD
TCGA-69-7979-01A-11R-2187-07,TCGA-69-7979,tumor,LUAD
TCGA-55-7903-01A-11R-2170-07,TCGA-55-7903,tumor,LUAD
TCGA-MN-A4N1-01A-11R-A24X-07,TCGA-MN-A4N1,tumor,LUAD
TCGA-97-8547-01A-11R-2403-07,TCGA-97-8547,tumor,LUAD
TCGA-86-A4JF-01A-11R-A24X-07,TCGA-86-A4JF,tumor,LUAD
TCGA-55-8087-01A-11R-2241-07,TCGA-55-8087,tumor,LUAD
TCGA-55-8506-01A-11R-2403-07,TCGA-55-8506,tumor,LUAD
TCGA-67-3771-01A-01R-0946-07,TCGA-67-3771,tumor,LUAD
TCGA-99-8032-01A-11R-2241-07,TCGA-99-8032,tumor,LUAD
TCGA-55-7724-01A-11R-2170-07,TCGA-55-7724,tumor,LUAD
TCGA-86-8279-01A-11R-2287-07,TCGA-86-8279,tumor,LUAD
TCGA-78-8660-01A-11R-2403-07,TCGA-78-8660,tumor,LUAD
TCGA-55-8302-01A-11R-2326-07,TCGA-55-8302,tumor,LUAD
TCGA-69-7761-01A-11R-2170-07,TCGA-69-7761,tumor,LUAD
TCGA-50-6590-01A-12R-1858-07,TCGA-50-6590,tumor,LUAD
TCGA-62-8399-01A-21R-2326-07,TCGA-62-8399,tumor,LUAD
TCGA-55-7728-01A-11R-2187-07,TCGA-55-7728,tumor,LUAD
TCGA-86-7714-01A-12R-2170-07,TCGA-86-7714,tumor,LUAD
TCGA-55-7913-01B-11R-2241-07,TCGA-55-7913,tumor,LUAD
TCGA-86-8280-01A-11R-2287-07,TCGA-86-8280,tumor,LUAD
TCGA-78-7147-01A-11R-2039-07,TCGA-78-7147,tumor,LUAD
TCGA-49-4514-01A-21R-1858-07,TCGA-49-4514,tumor,LUAD
TCGA-95-A4VK-01A-11R-A262-07,TCGA-95-A4VK,tumor,LUAD
TCGA-55-8203-01A-11R-2241-07,TCGA-55-8203,tumor,LUAD
TCGA-86-8075-01A-11R-2241-07,TCGA-86-8075,tumor,LUAD
TCGA-91-A4BD-01A-11R-A24H-07,TCGA-91-A4BD,tumor,LUAD
TCGA-49-4486-01A-01R-1206-07,TCGA-49-4486,tumor,LUAD
TCGA-67-3773-01A-01R-0946-07,TCGA-67-3773,tumor,LUAD
TCGA-L4-A4E6-01A-11R-A24H-07,TCGA-L4-A4E6,tumor,LUAD
TCGA-86-6562-01A-11R-1755-07,TCGA-86-6562,tumor,LUAD
TCGA-50-8460-01A-11R-2326-07,TCGA-50-8460,tumor,LUAD
TCGA-73-4659-01A-01R-1206-07,TCGA-73-4659,tumor,LUAD
TCGA-75-6205-01A-11R-1755-07,TCGA-75-6205,tumor,LUAD
TCGA-62-A46U-01A-11R-A24H-07,TCGA-62-A46U,tumor,LUAD
TCGA-86-7953-01A-11R-2187-07,TCGA-86-7953,tumor,LUAD
TCGA-62-A46R-01A-11R-A24H-07,TCGA-62-A46R,tumor,LUAD
TCGA-38-4625-11A-01R-1758-07,TCGA-38-4625,normal,LUAD
TCGA-38-4626-11A-01R-1758-07,TCGA-38-4626,normal,LUAD
TCGA-38-4627-11A-01R-1758-07,TCGA-38-4627,normal,LUAD
TCGA-38-4632-11A-01R-1755-07,TCGA-38-4632,normal,LUAD
TCGA-44-2655-11A-01R-1758-07,TCGA-44-2655,normal,LUAD
TCGA-44-2657-11A-01R-1758-07,TCGA-44-2657,normal,LUAD
TCGA-44-2661-11A-01R-1758-07,TCGA-44-2661,normal,LUAD
TCGA-44-2662-11A-01R-1758-07,TCGA-44-2662,normal,LUAD
TCGA-44-2665-11A-01R-1758-07,TCGA-44-2665,normal,LUAD
TCGA-44-2668-11A-01R-1758-07,TCGA-44-2668,normal,LUAD
TCGA-44-3396-11A-01R-1758-07,TCGA-44-3396,normal,LUAD
TCGA-44-3398-11B-01R-1758-07,TCGA-44-3398,normal,LUAD
TCGA-44-5645-11A-01R-1628-07,TCGA-44-5645,normal,LUAD
TCGA-44-6144-11A-01R-1755-07,TCGA-44-6144,normal,LUAD
TCGA-44-6145-11A-01R-1858-07,TCGA-44-6145,normal,LUAD
TCGA-44-6146-11A-01R-1858-07,TCGA-44-6146,normal,LUAD
TCGA-44-6147-11A-01R-1858-07,TCGA-44-6147,normal,LUAD
TCGA-44-6148-11A-01R-1858-07,TCGA-44-6148,normal,LUAD
TCGA-44-6776-11A-01R-1858-07,TCGA-44-6776,normal,LUAD
TCGA-44-6777-11A-01R-1858-07,TCGA-44-6777,normal,LUAD
TCGA-44-6778-11A-01R-1858-07,TCGA-44-6778,normal,LUAD
TCGA-49-4490-11A-01R-1858-07,TCGA-49-4490,normal,LUAD
TCGA-49-4512-11A-01R-1858-07,TCGA-49-4512,normal,LUAD
TCGA-49-6742-11A-01R-1858-07,TCGA-49-6742,normal,LUAD
TCGA-49-6743-11A-01R-1858-07,TCGA-49-6743,normal,LUAD
TCGA-49-6744-11A-01R-1858-07,TCGA-49-6744,normal,LUAD
TCGA-49-6745-11A-01R-1858-07,TCGA-49-6745,normal,LUAD
TCGA-49-6761-11A-01R-1949-07,TCGA-49-6761,normal,LUAD
TCGA-50-5930-11A-01R-1755-07,TCGA-50-5930,normal,LUAD
TCGA-50-5931-11A-01R-1858-07,TCGA-50-5931,normal,LUAD
TCGA-50-5932-11A-01R-1755-07,TCGA-50-5932,normal,LUAD
TCGA-50-5933-11A-01R-1755-07,TCGA-50-5933,normal,LUAD
TCGA-50-5935-11A-01R-1858-07,TCGA-50-5935,normal,LUAD
TCGA-50-5936-11A-01R-1628-07,TCGA-50-5936,normal,LUAD
TCGA-50-5939-11A-01R-1628-07,TCGA-50-5939,normal,LUAD
TCGA-50-6595-11A-01R-1858-07,TCGA-50-6595,normal,LUAD
TCGA-55-6968-11A-01R-1949-07,TCGA-55-6968,normal,LUAD
TCGA-55-6969-11A-01R-1949-07,TCGA-55-6969,normal,LUAD
TCGA-55-6970-11A-01R-1949-07,TCGA-55-6970,normal,LUAD
TCGA-55-6971-11A-01R-1949-07,TCGA-55-6971,normal,LUAD
TCGA-55-6972-11A-01R-1949-07,TCGA-55-6972,normal,LUAD
TCGA-55-6975-11A-01R-1949-07,TCGA-55-6975,normal,LUAD
TCGA-55-6978-11A-01R-1949-07,TCGA-55-6978,normal,LUAD
TCGA-55-6979-11A-01R-1949-07,TCGA-55-6979,normal,LUAD
TCGA-55-6980-11A-01R-1949-07,TCGA-55-6980,normal,LUAD
TCGA-55-6981-11A-01R-1949-07,TCGA-55-6981,normal,LUAD
TCGA-55-6982-11A-01R-1949-07,TCGA-55-6982,normal,LUAD
TCGA-55-6983-11A-01R-1949-07,TCGA-55-6983,normal,LUAD
TCGA-55-6984-11A-01R-1949-07,TCGA-55-6984,normal,LUAD
TCGA-55-6985-11A-01R-1949-07,TCGA-55-6985,normal,LUAD
TCGA-55-6986-11A-01R-1949-07,TCGA-55-6986,normal,LUAD
TCGA-73-4676-11A-01R-1755-07,TCGA-73-4676,normal,LUAD
TCGA-91-6828-11A-01R-1858-07,TCGA-91-6828,normal,LUAD
TCGA-91-6829-11A-01R-1858-07,TCGA-91-6829,normal,LUAD
TCGA-91-6831-11A-02R-1858-07,TCGA-91-6831,normal,LUAD
TCGA-91-6835-11A-01R-1858-07,TCGA-91-6835,normal,LUAD
TCGA-91-6836-11A-01R-1858-07,TCGA-91-6836,normal,LUAD
TCGA-91-6847-11A-01R-1949-07,TCGA-91-6847,normal,LUAD
TCGA-91-6849-11A-01R-1949-07,TCGA-91-6849,normal,LUAD
TCGA-CH-5761-01A-11R-1580-07,TCGA-CH-5761,tumor,PRAD
TCGA-CH-5767-01A-11R-1789-07,TCGA-CH-5767,tumor,PRAD
TCGA-CH-5768-01A-11R-1580-07,TCGA-CH-5768,tumor,PRAD
TCGA-CH-5769-01A-11R-1580-07,TCGA-CH-5769,tumor,PRAD
TCGA-EJ-7115-01A-11R-2118-07,TCGA-EJ-7115,tumor,PRAD
TCGA-EJ-7123-01A-11R-1965-07,TCGA-EJ-7123,tumor,PRAD
TCGA-EJ-7125-01A-11R-1965-07,TCGA-EJ-7125,tumor,PRAD
TCGA-EJ-7314-01A-31R-2118-07,TCGA-EJ-7314,tumor,PRAD
TCGA-EJ-7315-01A-31R-2118-07,TCGA-EJ-7315,tumor,PRAD
TCGA-EJ-7317-01A-31R-2118-07,TCGA-EJ-7317,tumor,PRAD
TCGA-EJ-7321-01A-31R-2263-07,TCGA-EJ-7321,tumor,PRAD
TCGA-EJ-7327-01A-11R-2118-07,TCGA-EJ-7327,tumor,PRAD
TCGA-EJ-7328-01A-31R-2118-07,TCGA-EJ-7328,tumor,PRAD
TCGA-EJ-7330-01A-11R-2118-07,TCGA-EJ-7330,tumor,PRAD
TCGA-EJ-7331-01A-11R-2118-07,TCGA-EJ-7331,tumor,PRAD
TCGA-EJ-7781-01A-11R-2118-07,TCGA-EJ-7781,tumor,PRAD
TCGA-EJ-7782-01A-11R-2118-07,TCGA-EJ-7782,tumor,PRAD
TCGA-EJ-7783-01A-11R-2118-07,TCGA-EJ-7783,tumor,PRAD
TCGA-EJ-7784-01A-11R-2118-07,TCGA-EJ-7784,tumor,PRAD
TCGA-EJ-7785-01A-11R-2118-07,TCGA-EJ-7785,tumor,PRAD
TCGA-EJ-7786-01A-11R-2118-07,TCGA-EJ-7786,tumor,PRAD
TCGA-EJ-7789-01A-11R-2118-07,TCGA-EJ-7789,tumor,PRAD
TCGA-EJ-7792-01A-11R-2118-07,TCGA-EJ-7792,tumor,PRAD
TCGA-EJ-7793-01A-31R-2263-07,TCGA-EJ-7793,tumor,PRAD
TCGA-EJ-7794-01A-11R-2118-07,TCGA-EJ-7794,tumor,PRAD
TCGA-EJ-7797-01A-11R-2263-07,TCGA-EJ-7797,tumor,PRAD
TCGA-EJ-A8FO-01A-21R-A36G-07,TCGA-EJ-A8FO,tumor,PRAD
TCGA-G9-6333-01A-12R-1965-07,TCGA-G9-6333,tumor,PRAD
TCGA-G9-6342-01A-11R-1965-07,TCGA-G9-6342,tumor,PRAD
TCGA-G9-6348-01A-11R-1789-07,TCGA-G9-6348,tumor,PRAD
TCGA-G9-6351-01A-21R-1965-07,TCGA-G9-6351,tumor,PRAD
TCGA-G9-6356-01A-11R-1789-07,TCGA-G9-6356,tumor,PRAD
TCGA-G9-6362-01A-11R-1789-07,TCGA-G9-6362,tumor,PRAD
TCGA-G9-6363-01A-21R-1789-07,TCGA-G9-6363,tumor,PRAD
TCGA-G9-6365-01A-11R-1789-07,TCGA-G9-6365,tumor,PRAD
TCGA-G9-6384-01A-11R-1789-07,TCGA-G9-6384,tumor,PRAD
TCGA-G9-6496-01A-11R-1789-07,TCGA-G9-6496,tumor,PRAD
TCGA-G9-6499-01A-12R-1965-07,TCGA-G9-6499,tumor,PRAD
TCGA-HC-7211-01A-11R-2118-07,TCGA-HC-7211,tumor,PRAD
TCGA-HC-7737-01A-11R-2118-07,TCGA-HC-7737,tumor,PRAD
TCGA-HC-7738-01A-11R-2118-07,TCGA-HC-7738,tumor,PRAD
TCGA-HC-7740-01A-11R-2118-07,TCGA-HC-7740,tumor,PRAD
TCGA-HC-7742-01A-11R-2118-07,TCGA-HC-7742,tumor,PRAD
TCGA-HC-7745-01A-11R-2118-07,TCGA-HC-7745,tumor,PRAD
TCGA-HC-7747-01A-11R-2118-07,TCGA-HC-7747,tumor,PRAD
TCGA-HC-7752-01A-11R-2118-07,TCGA-HC-7752,tumor,PRAD
TCGA-HC-7819-01A-11R-2118-07,TCGA-HC-7819,tumor,PRAD
